,Timestamp,FIT-800-00/BLOCK1/OUT.CV lb/min,FIT-800-00/DENSITY/OUT.CV kg/m3,FIT-800-00/TEMP/OUT.CV °C,FIT-800-00/VOL_FLOW/OUT.CV L/min,FIT-800-01/BLOCK1/OUT.CV gal/min,FIT-800-02/BLOCK1/OUT.CV gal/min,FIT-800-03/BLOCK1/OUT.CV gal/min,FIT-800-04/BLOCK1/OUT.CV gal/min,FSC-800-01/FCS-600-01_OUT/OUT.CV %,FSC-800-01/FCS-600-01_OUT/PV.CV no units,FSC-800-01/FCS-600-01_OUT/SP.CV no units,PIC-800_SLAVE/PID1/OUT.CV %,PIC-800_SLAVE/PID1/PV.CV psig,PIC-800_SLAVE/PID1/SP.CV psig,PIT-800-00/AI1/OUT.CV psi,PIT-800-01/AI1/OUT.CV psi,PIT-800-02/AI1/OUT.CV psi,PIT-800-03/AI1/OUT.CV psi,PIT-800-04/AI1/OUT.CV psi,TE-800-01/AI1/OUT.CV °C,TE-800-02/AI1/OUT.CV °C,TE-800-03/AI1/OUT.CV °C,TE-800-04/AI1/OUT.CV °C,TE-800-05/AI1/OUT.CV °C,TE-800-06/AI1/OUT.CV °C,TE-800-07/AI1/OUT.CV °C,TE-800-08/AI1/OUT.CV °C,TE-800-09/AI1/OUT.CV °C,TE-800-10/AI1/OUT.CV °C,TE-800-11/AI1/OUT.CV °C,TE-800-12/AI1/OUT.CV °C,TE-800-13/AI1/OUT.CV °C,TE-800-14/AI1/OUT.CV °C,TE-800-15/AI1/OUT.CV °C,TE-800-16/AI1/OUT.CV °C,TIC-800_MASTER/PID1/PV.CV °C,TIC-800_MASTER/PID1/SP.CV °C,TT-800-00F/AI1/OUT.CV °C,TT-800-00P/AI1/OUT.CV °C,TT-800-01P/AI1/OUT.CV °C,TT-800-02P/AI1/OUT.CV °C,TT-800-03P/AI1/OUT.CV °C,TT-800-04P/AI1/OUT.CV °C
114,2025-04-22 15:19:00-04:00,1.653935432434082,15.286170959472656,154.67164611816406,49.624813079833984,19.996376037597656,10.01888370513916,0.0,6.152580261230469,62.97846603393555,62.98308563232422,62.98768997192383,47.58876800537109,24.94039726257324,25.0,24.98927497863769,2.28906798362732,4.033246040344238,43.461029052734375,1.7466826438903809,27.524566650390625,35.87188720703125,34.958648681640625,28.43780517578125,14.434814453125,23.406982421875,128.4454345703125,127.98080444335938,24.320220947265625,24.28817749023437,27.652740478515625,27.204132080078125,26.06658935546875,26.08261108398437,26.226806640625,26.050567626953125,34.958648681640625,34.958648681640625,154.64712524414062,27.078828811645508,27.88790702819824,26.12066650390625,23.973175048828125,26.1910400390625
115,2025-04-22 15:19:10-04:00,1.6908907890319824,15.244547843933104,154.7366943359375,50.347389221191406,20.01068115234375,10.01888370513916,0.0,6.152580261230469,62.99285888671875,62.98611068725586,62.98640823364258,47.60580062866211,25.00683212280273,25.0,24.996427536010746,2.28906798362732,4.033246040344238,43.53970718383789,1.7466826438903809,27.524566650390625,35.727691650390625,34.958648681640625,28.43780517578125,14.450836181640623,23.406982421875,128.38134765625,127.98080444335938,24.256134033203125,24.224090576171875,27.66876220703125,27.1881103515625,26.08261108398437,26.06658935546875,26.226806640625,26.050567626953125,34.958648681640625,34.958648681640625,154.65863037109375,27.078828811645508,27.88790702819824,26.09432983398437,23.942291259765625,26.1910400390625
116,2025-04-22 15:19:20-04:00,1.6753934621810913,14.896069526672363,154.80174255371094,51.53839492797852,19.986839294433597,10.01888370513916,0.0,6.162832260131836,62.957298278808594,62.95283889770508,62.95815658569336,47.55330657958984,25.092987060546875,25.0,24.9284725189209,2.28906798362732,4.033246040344238,43.47175979614258,1.7466826438903809,27.508544921875,35.599517822265625,34.958648681640625,28.40576171875,14.450836181640623,23.406982421875,128.39736938476562,127.86865234375,24.30419921875,24.28817749023437,27.652740478515625,27.204132080078125,26.050567626953125,26.08261108398437,26.21078491210937,26.00250244140625,34.958648681640625,34.958648681640625,154.67010498046875,27.105987548828125,27.88790702819824,26.09432983398437,23.974609375,26.1910400390625
117,2025-04-22 15:19:30-04:00,1.6491670608520508,15.456527709960938,154.89906311035156,49.1424560546875,20.017356872558597,10.01888370513916,0.0,6.177853584289551,63.00633239746094,63.01152038574219,63.000675201416016,47.64458465576172,25.003576278686523,25.0,24.92131996154785,2.276670217514038,4.033246040344238,43.47175979614258,1.732377052307129,27.508544921875,35.87188720703125,34.958648681640625,28.421783447265625,14.450836181640623,23.406982421875,128.38134765625,127.91671752929688,24.33624267578125,24.27215576171875,27.66876220703125,27.1881103515625,26.06658935546875,26.06658935546875,26.25885009765625,26.050567626953125,34.958648681640625,34.958648681640625,154.79635620117188,27.105987548828125,27.88790702819824,26.09432983398437,23.974609375,26.1910400390625
118,2025-04-22 15:19:40-04:00,1.6527433395385742,15.419989585876465,155.1254119873047,48.57719039916992,19.99828338623047,10.01888370513916,0.0,6.161401748657227,62.96598052978516,62.97109603881836,62.96792984008789,47.51999282836914,25.076892852783203,25.0,25.13590240478516,2.276670217514038,4.033246040344238,43.503944396972656,1.7466826438903809,27.508544921875,35.823822021484375,34.926605224609375,28.40576171875,14.450836181640623,23.423004150390625,128.41339111328125,127.88467407226562,24.33624267578125,24.30419921875,27.652740478515625,27.22015380859375,26.06658935546875,26.0986328125,26.226806640625,26.0345458984375,34.926605224609375,34.926605224609375,154.98007202148438,27.105987548828125,27.88790702819824,26.09432983398437,23.974609375,26.1910400390625
119,2025-04-22 15:19:50-04:00,1.670624852180481,15.281332969665527,155.3517608642578,49.89515686035156,19.99828338623047,9.991226196289062,0.0,6.174277305603027,62.997161865234375,62.98566436767578,62.98871994018555,47.332786560058594,25.093881607055664,25.0,25.07868194580078,2.2379262447357178,4.033246040344238,43.45387649536133,1.7466826438903809,27.49252319335937,35.5194091796875,34.926605224609375,28.43780517578125,14.450836181640623,23.423004150390625,128.46145629882812,127.88467407226562,24.3682861328125,24.352264404296875,27.684783935546875,27.23617553710937,26.0986328125,26.13067626953125,26.25885009765625,26.06658935546875,34.926605224609375,34.926605224609375,155.27857971191406,27.105987548828125,27.88790702819824,26.09432983398437,23.974609375,26.1910400390625
120,2025-04-22 15:20:00-04:00,1.6825460195541382,15.651090621948242,155.578125,48.87501907348633,19.99828338623047,9.955938339233398,0.0,6.160924911499023,63.01408004760742,63.007999420166016,63.01057434082031,47.21046829223633,25.044347763061523,25.0,24.935625076293945,2.2627217769622803,4.033246040344238,43.51467514038086,1.7466826438903809,27.49252319335937,35.663604736328125,34.926605224609375,28.453826904296875,14.450836181640623,23.406982421875,128.509521484375,127.83660888671876,24.27215576171875,24.20806884765625,27.7008056640625,27.15606689453125,26.114654541015625,26.018524169921875,26.1627197265625,26.0986328125,34.926605224609375,34.926605224609375,155.46231079101562,27.105987548828125,27.88790702819824,26.09432983398437,23.974609375,26.1910400390625
121,2025-04-22 15:20:10-04:00,1.671817183494568,15.66378116607666,155.7652130126953,48.985965728759766,19.99828338623047,10.014114379882812,0.0,6.160924911499023,62.9785385131836,62.97522735595703,62.98817825317383,47.41103363037109,24.93324089050293,25.0,25.000003814697266,2.285968542098999,4.033246040344238,43.500370025634766,1.7359535694122314,27.49252319335937,35.6475830078125,34.91058349609375,28.38973999023437,14.450836181640623,23.406982421875,128.54156494140625,127.740478515625,24.27215576171875,24.224090576171875,27.62069702148437,27.172088623046875,26.018524169921875,26.0345458984375,26.1627197265625,25.986480712890625,34.91058349609375,34.91058349609375,155.64602661132812,27.13290405273437,27.88790702819824,26.09432983398437,24.00521850585937,26.1910400390625
122,2025-04-22 15:20:20-04:00,1.693274974822998,15.947870254516602,155.93545532226562,48.39144515991211,19.99828338623047,10.014114379882812,0.0,6.160924911499023,62.99876403808594,63.002723693847656,63.00405883789063,47.66985702514648,24.87993812561035,25.0,24.86409950256348,2.275120496749878,4.033246040344238,43.48248672485352,1.7359535694122314,27.49252319335937,35.951995849609375,34.894561767578125,28.38973999023437,14.450836181640623,23.406982421875,128.39736938476562,127.91671752929688,24.27215576171875,24.224090576171875,27.62069702148437,27.172088623046875,26.018524169921875,26.0345458984375,26.1627197265625,26.00250244140625,34.894561767578125,34.894561767578125,155.80679321289062,27.13290405273437,27.88790702819824,26.09432983398437,24.00521850585937,26.1910400390625
123,2025-04-22 15:20:30-04:00,1.6622800827026367,15.5050630569458,156.105712890625,49.669532775878906,19.99828338623047,10.014114379882812,0.0,6.160924911499023,62.97270965576172,62.97478485107422,62.9666748046875,47.67471694946289,25.027788162231445,25.0,24.99285125732422,2.275120496749878,4.033246040344238,43.575469970703125,1.7502589225769043,27.47650146484375,35.87188720703125,34.91058349609375,28.38973999023437,14.450836181640623,23.406982421875,128.30123901367188,127.82058715820312,24.30419921875,24.27215576171875,27.63671875,27.204132080078125,26.0345458984375,26.08261108398437,26.21078491210937,26.00250244140625,34.91058349609375,34.91058349609375,155.99050903320312,27.13290405273437,27.88790702819824,26.09432983398437,24.00521850585937,26.1910400390625
